Overview Information
FileType:,Result
DeviceName:,A125
sw_version:,2.13.0
hd_version:,1.0.0-beta
config_file_version:,V0.1.0
PartID:,OK-A125-005-25-05-16-10-43-41-0120
NcID:,NO:0001
NcIP:,192.168.5.141
NcModel:,eMax30
TimeStamp:,2025-05-16-10:44:12
""
""
""
""
""
""
""
""
Curve Result
Curve TimeMin_T,0.0027089999057352543
Curve TimeMin_X:,0.0
Curve TimeMin_Force:,-0.13141027092933655
Curve TimeMax_T:,27.20435333251953
Curve TimeMax_X:,231.98533630371094
Curve TimeMax_Force:,24.684429168701172
Curve TimeAverage:,13.0645170211792
Curve Xmin_T:,0.0027089999057352543
Curve Xmin_X:,0.0
Curve Xmin_Force:,-0.13141027092933655
Curve Xmax_T:,24.207286834716797
Curve Xmax_X:,232.01023864746094
Curve Xmax_Force:,25.607803344726562
Curve XAverage:,188.88551330566406
Curve ForceMin_T:,0.006709999870508909
Curve ForceMin_X:,0.0003100000030826777
Curve ForceMin_Force:,-0.1339482069015503
Curve ForceMax_T:,24.210777282714844
Curve ForceMax_X:,232.0093231201172
Curve ForceMax_Force:,25.680278778076172
Curve ForceAverage:,5.147123336791992
""
""
""
""
""
""
""
""
RefConf
RefCount:,2
Ref1 ,CustomRefID:,1,RefID:,0,Global Hy:,1,RefxHysteresis:,0.0,RefyHysteresis:,0.0,EntryStart:,-32768,EntryStop:,0,ExitStart:,-32768,ExitStop:,0,Contains:,1,Count:,4,Point0X:,-3.4028234663852886e+38,Point0Y:,-3.4028234663852886e+38,Point1X:,-3.4028234663852886e+38,Point1Y:,3.4028234663852886e+38,Point2X:,3.4028234663852886e+38,Point2Y:,3.4028234663852886e+38,Point3X:,3.4028234663852886e+38,Point3Y:,-3.4028234663852886e+38,FunctionType:,128,FunctionParaCount:,5,FunctionPZara0,0.0,FunctionPZara1,1.0,FunctionPZara2,0.0,FunctionPZara3,-1.0,FunctionPZara4,0.0,RefPointX:,1.0,RefPointY:,1.0
Ref2 ,CustomRefID:,2,RefID:,0,Global Hy:,1,RefxHysteresis:,0.0,RefyHysteresis:,0.0,EntryStart:,-32768,EntryStop:,0,ExitStart:,-32768,ExitStop:,0,Contains:,1,Count:,4,Point0X:,-3.4028234663852886e+38,Point0Y:,-3.4028234663852886e+38,Point1X:,-3.4028234663852886e+38,Point1Y:,3.4028234663852886e+38,Point2X:,3.4028234663852886e+38,Point2Y:,3.4028234663852886e+38,Point3X:,3.4028234663852886e+38,Point3Y:,-3.4028234663852886e+38,FunctionType:,3,FunctionParaCount:,0,RefPointX:,1.0,RefPointY:,1.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
EoConf
EoCount:,2
Eo0;,Type:,1,Reference Identity:,0,Use Global Hysteresis:,1,xHysteresis:,0.0,yHysteresis:,0.0,Involed evaluation:,Involved,EntryStart:,0,EntryStop:,32767,ExitStart:,-32768,ExitStop:,0,Contains:,1,PoinstCount:,4,Point0X:,229.0,Point0Y:,16.0,Point1X:,229.0,Point1Y:,28.0,Point2X:,235.0,Point2Y:,28.0,Point3X:,235.0,Point3Y:,16.0,TunnelCount:,0,CalcCount:,0,FieldbusResultCount:,0
Eo1;,Type:,0,Reference Identity:,0,Use Global Hysteresis:,1,xHysteresis:,0.0,yHysteresis:,0.0,Involed evaluation:,Involved,EntryStart:,-32768,EntryStop:,0,Point0X:,182.34732055664062,Point0Y:,28.0,Point1X:,291.6248779296875,Point1Y:,28.0,FieldbusResultCount:,0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
RefResult
RefCount:,2
Ref1:,RefId:,1,bFindValue,1,PointX,5.070361614227295,PointY,0.0
Ref2:,RefId:,2,bFindValue,1,PointX,232.01023864746094,PointY,25.607803344726562
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
EoResult
OK/NG,1
EoCount:,2
